"","prop.aneu","prob.meio","prob.mito","dispersal","euploid","mosaic","aneuploid","NA"
"1",0.03515625,0.514655451566451,0.00613695944925123,0,0.423,0.051,0.526,0.1302
"2",0.00390625,0.514655451566451,0.00613695944925123,0,0.423,0.051,0.526,0.1302
"3",0.03125,0.514655451566451,0.00613695944925123,0,0.423,0.051,0.526,0.1302
"4",1,0.514655451566451,0.00613695944925123,0,0.423,0.051,0.526,0.1302
"5",0.0078125,0.514655451566451,0.00613695944925123,0,0.423,0.051,0.526,0.1302
"6",0.2578125,0.514655451566451,0.00613695944925123,0,0.423,0.051,0.526,0.1302
"7",1,0.514655451566451,0.00613695944925123,0,0.423,0.051,0.526,0.1302
"8",1,0.514655451566451,0.00613695944925123,0,0.423,0.051,0.526,0.1302
"9",1,0.514655451566451,0.00613695944925123,0,0.423,0.051,0.526,0.1302
"10",1,0.514655451566451,0.00613695944925123,0,0.423,0.051,0.526,0.1302
"11",0.01171875,0.514655451566451,0.00613695944925123,0,0.423,0.051,0.526,0.1302
"12",0.0234375,0.514655451566451,0.00613695944925123,0,0.423,0.051,0.526,0.1302
"13",0.0078125,0.514655451566451,0.00613695944925123,0,0.423,0.051,0.526,0.1302
"14",0.08984375,0.514655451566451,0.00613695944925123,0,0.423,0.051,0.526,0.1302
"15",1,0.514655451566451,0.00613695944925123,0,0.423,0.051,0.526,0.1302
"16",1,0.514655451566451,0.00613695944925123,0,0.423,0.051,0.526,0.1302
"17",0,0.514655451566451,0.00613695944925123,0,0.423,0.051,0.526,0.1302
"18",1,0.514655451566451,0.00613695944925123,0,0.423,0.051,0.526,0.1302
"19",0.0078125,0.514655451566451,0.00613695944925123,0,0.423,0.051,0.526,0.1302
"20",0.07421875,0.514655451566451,0.00613695944925123,0,0.423,0.051,0.526,0.1302
"21",1,0.514655451566451,0.00613695944925123,0,0.423,0.051,0.526,0.1302
"22",1,0.514655451566451,0.00613695944925123,0,0.423,0.051,0.526,0.1302
"23",0.015625,0.514655451566451,0.00613695944925123,0,0.423,0.051,0.526,0.1302
"24",1,0.514655451566451,0.00613695944925123,0,0.423,0.051,0.526,0.1302
"25",1,0.514655451566451,0.00613695944925123,0,0.423,0.051,0.526,0.1302
"26",0.00390625,0.514655451566451,0.00613695944925123,0,0.423,0.051,0.526,0.1302
"27",0.0546875,0.514655451566451,0.00613695944925123,0,0.423,0.051,0.526,0.1302
"28",0.09765625,0.514655451566451,0.00613695944925123,0,0.423,0.051,0.526,0.1302
"29",1,0.514655451566451,0.00613695944925123,0,0.423,0.051,0.526,0.1302
"30",1,0.514655451566451,0.00613695944925123,0,0.423,0.051,0.526,0.1302
"31",0,0.514655451566451,0.00613695944925123,0,0.423,0.051,0.526,0.1302
"32",1,0.514655451566451,0.00613695944925123,0,0.423,0.051,0.526,0.1302
"33",1,0.514655451566451,0.00613695944925123,0,0.423,0.051,0.526,0.1302
"34",0.0078125,0.514655451566451,0.00613695944925123,0,0.423,0.051,0.526,0.1302
"35",0.03125,0.514655451566451,0.00613695944925123,0,0.423,0.051,0.526,0.1302
"36",0.0234375,0.514655451566451,0.00613695944925123,0,0.423,0.051,0.526,0.1302
"37",0,0.514655451566451,0.00613695944925123,0,0.423,0.051,0.526,0.1302
"38",1,0.514655451566451,0.00613695944925123,0,0.423,0.051,0.526,0.1302
"39",1,0.514655451566451,0.00613695944925123,0,0.423,0.051,0.526,0.1302
"40",1,0.514655451566451,0.00613695944925123,0,0.423,0.051,0.526,0.1302
"41",0.140625,0.514655451566451,0.00613695944925123,0,0.423,0.051,0.526,0.1302
"42",1,0.514655451566451,0.00613695944925123,0,0.423,0.051,0.526,0.1302
"43",1,0.514655451566451,0.00613695944925123,0,0.423,0.051,0.526,0.1302
"44",0.00390625,0.514655451566451,0.00613695944925123,0,0.423,0.051,0.526,0.1302
"45",1,0.514655451566451,0.00613695944925123,0,0.423,0.051,0.526,0.1302
"46",1,0.514655451566451,0.00613695944925123,0,0.423,0.051,0.526,0.1302
"47",0.06640625,0.514655451566451,0.00613695944925123,0,0.423,0.051,0.526,0.1302
"48",0.52734375,0.514655451566451,0.00613695944925123,0,0.423,0.051,0.526,0.1302
"49",1,0.514655451566451,0.00613695944925123,0,0.423,0.051,0.526,0.1302
"50",1,0.514655451566451,0.00613695944925123,0,0.423,0.051,0.526,0.1302
"51",0,0.514655451566451,0.00613695944925123,0,0.423,0.051,0.526,0.1302
"52",0.02734375,0.514655451566451,0.00613695944925123,0,0.423,0.051,0.526,0.1302
"53",1,0.514655451566451,0.00613695944925123,0,0.423,0.051,0.526,0.1302
"54",1,0.514655451566451,0.00613695944925123,0,0.423,0.051,0.526,0.1302
"55",1,0.514655451566451,0.00613695944925123,0,0.423,0.051,0.526,0.1302
"56",0.01953125,0.514655451566451,0.00613695944925123,0,0.423,0.051,0.526,0.1302
"57",1,0.514655451566451,0.00613695944925123,0,0.423,0.051,0.526,0.1302
"58",0.01953125,0.514655451566451,0.00613695944925123,0,0.423,0.051,0.526,0.1302
"59",1,0.514655451566451,0.00613695944925123,0,0.423,0.051,0.526,0.1302
"60",1,0.514655451566451,0.00613695944925123,0,0.423,0.051,0.526,0.1302
"61",1,0.514655451566451,0.00613695944925123,0,0.423,0.051,0.526,0.1302
"62",1,0.514655451566451,0.00613695944925123,0,0.423,0.051,0.526,0.1302
"63",1,0.514655451566451,0.00613695944925123,0,0.423,0.051,0.526,0.1302
"64",1,0.514655451566451,0.00613695944925123,0,0.423,0.051,0.526,0.1302
"65",1,0.514655451566451,0.00613695944925123,0,0.423,0.051,0.526,0.1302
"66",1,0.514655451566451,0.00613695944925123,0,0.423,0.051,0.526,0.1302
"67",0.0078125,0.514655451566451,0.00613695944925123,0,0.423,0.051,0.526,0.1302
"68",1,0.514655451566451,0.00613695944925123,0,0.423,0.051,0.526,0.1302
"69",0.0390625,0.514655451566451,0.00613695944925123,0,0.423,0.051,0.526,0.1302
"70",1,0.514655451566451,0.00613695944925123,0,0.423,0.051,0.526,0.1302
"71",1,0.514655451566451,0.00613695944925123,0,0.423,0.051,0.526,0.1302
"72",1,0.514655451566451,0.00613695944925123,0,0.423,0.051,0.526,0.1302
"73",0.07421875,0.514655451566451,0.00613695944925123,0,0.423,0.051,0.526,0.1302
"74",1,0.514655451566451,0.00613695944925123,0,0.423,0.051,0.526,0.1302
"75",0.0390625,0.514655451566451,0.00613695944925123,0,0.423,0.051,0.526,0.1302
"76",0,0.514655451566451,0.00613695944925123,0,0.423,0.051,0.526,0.1302
"77",1,0.514655451566451,0.00613695944925123,0,0.423,0.051,0.526,0.1302
"78",0.0390625,0.514655451566451,0.00613695944925123,0,0.423,0.051,0.526,0.1302
"79",1,0.514655451566451,0.00613695944925123,0,0.423,0.051,0.526,0.1302
"80",0.578125,0.514655451566451,0.00613695944925123,0,0.423,0.051,0.526,0.1302
"81",0.0625,0.514655451566451,0.00613695944925123,0,0.423,0.051,0.526,0.1302
"82",0.00390625,0.514655451566451,0.00613695944925123,0,0.423,0.051,0.526,0.1302
"83",0.00390625,0.514655451566451,0.00613695944925123,0,0.423,0.051,0.526,0.1302
"84",0.015625,0.514655451566451,0.00613695944925123,0,0.423,0.051,0.526,0.1302
"85",1,0.514655451566451,0.00613695944925123,0,0.423,0.051,0.526,0.1302
"86",0.0390625,0.514655451566451,0.00613695944925123,0,0.423,0.051,0.526,0.1302
"87",1,0.514655451566451,0.00613695944925123,0,0.423,0.051,0.526,0.1302
"88",0,0.514655451566451,0.00613695944925123,0,0.423,0.051,0.526,0.1302
"89",0.0390625,0.514655451566451,0.00613695944925123,0,0.423,0.051,0.526,0.1302
"90",0.5078125,0.514655451566451,0.00613695944925123,0,0.423,0.051,0.526,0.1302
"91",1,0.514655451566451,0.00613695944925123,0,0.423,0.051,0.526,0.1302
"92",1,0.514655451566451,0.00613695944925123,0,0.423,0.051,0.526,0.1302
"93",0.0078125,0.514655451566451,0.00613695944925123,0,0.423,0.051,0.526,0.1302
"94",0.04296875,0.514655451566451,0.00613695944925123,0,0.423,0.051,0.526,0.1302
"95",0.01953125,0.514655451566451,0.00613695944925123,0,0.423,0.051,0.526,0.1302
"96",0.265625,0.514655451566451,0.00613695944925123,0,0.423,0.051,0.526,0.1302
"97",1,0.514655451566451,0.00613695944925123,0,0.423,0.051,0.526,0.1302
"98",1,0.514655451566451,0.00613695944925123,0,0.423,0.051,0.526,0.1302
"99",0.0625,0.514655451566451,0.00613695944925123,0,0.423,0.051,0.526,0.1302
"100",0.0703125,0.514655451566451,0.00613695944925123,0,0.423,0.051,0.526,0.1302
"101",1,0.514655451566451,0.00613695944925123,0,0.423,0.051,0.526,0.1302
"102",1,0.514655451566451,0.00613695944925123,0,0.423,0.051,0.526,0.1302
"103",0.03125,0.514655451566451,0.00613695944925123,0,0.423,0.051,0.526,0.1302
"104",0.015625,0.514655451566451,0.00613695944925123,0,0.423,0.051,0.526,0.1302
"105",0.015625,0.514655451566451,0.00613695944925123,0,0.423,0.051,0.526,0.1302
"106",1,0.514655451566451,0.00613695944925123,0,0.423,0.051,0.526,0.1302
"107",0.00390625,0.514655451566451,0.00613695944925123,0,0.423,0.051,0.526,0.1302
"108",1,0.514655451566451,0.00613695944925123,0,0.423,0.051,0.526,0.1302
"109",0.01171875,0.514655451566451,0.00613695944925123,0,0.423,0.051,0.526,0.1302
"110",0.03515625,0.514655451566451,0.00613695944925123,0,0.423,0.051,0.526,0.1302
"111",1,0.514655451566451,0.00613695944925123,0,0.423,0.051,0.526,0.1302
"112",0.01953125,0.514655451566451,0.00613695944925123,0,0.423,0.051,0.526,0.1302
"113",1,0.514655451566451,0.00613695944925123,0,0.423,0.051,0.526,0.1302
"114",0.08203125,0.514655451566451,0.00613695944925123,0,0.423,0.051,0.526,0.1302
"115",1,0.514655451566451,0.00613695944925123,0,0.423,0.051,0.526,0.1302
"116",1,0.514655451566451,0.00613695944925123,0,0.423,0.051,0.526,0.1302
"117",0.0625,0.514655451566451,0.00613695944925123,0,0.423,0.051,0.526,0.1302
"118",0,0.514655451566451,0.00613695944925123,0,0.423,0.051,0.526,0.1302
"119",1,0.514655451566451,0.00613695944925123,0,0.423,0.051,0.526,0.1302
"120",0.02734375,0.514655451566451,0.00613695944925123,0,0.423,0.051,0.526,0.1302
"121",1,0.514655451566451,0.00613695944925123,0,0.423,0.051,0.526,0.1302
"122",1,0.514655451566451,0.00613695944925123,0,0.423,0.051,0.526,0.1302
"123",1,0.514655451566451,0.00613695944925123,0,0.423,0.051,0.526,0.1302
"124",1,0.514655451566451,0.00613695944925123,0,0.423,0.051,0.526,0.1302
"125",0.0234375,0.514655451566451,0.00613695944925123,0,0.423,0.051,0.526,0.1302
"126",1,0.514655451566451,0.00613695944925123,0,0.423,0.051,0.526,0.1302
"127",1,0.514655451566451,0.00613695944925123,0,0.423,0.051,0.526,0.1302
"128",0.50390625,0.514655451566451,0.00613695944925123,0,0.423,0.051,0.526,0.1302
"129",1,0.514655451566451,0.00613695944925123,0,0.423,0.051,0.526,0.1302
"130",1,0.514655451566451,0.00613695944925123,0,0.423,0.051,0.526,0.1302
"131",0.00390625,0.514655451566451,0.00613695944925123,0,0.423,0.051,0.526,0.1302
"132",1,0.514655451566451,0.00613695944925123,0,0.423,0.051,0.526,0.1302
"133",1,0.514655451566451,0.00613695944925123,0,0.423,0.051,0.526,0.1302
"134",0.015625,0.514655451566451,0.00613695944925123,0,0.423,0.051,0.526,0.1302
"135",1,0.514655451566451,0.00613695944925123,0,0.423,0.051,0.526,0.1302
"136",0.06640625,0.514655451566451,0.00613695944925123,0,0.423,0.051,0.526,0.1302
"137",0.0078125,0.514655451566451,0.00613695944925123,0,0.423,0.051,0.526,0.1302
"138",0.09765625,0.514655451566451,0.00613695944925123,0,0.423,0.051,0.526,0.1302
"139",0.0078125,0.514655451566451,0.00613695944925123,0,0.423,0.051,0.526,0.1302
"140",1,0.514655451566451,0.00613695944925123,0,0.423,0.051,0.526,0.1302
"141",0.04296875,0.514655451566451,0.00613695944925123,0,0.423,0.051,0.526,0.1302
"142",1,0.514655451566451,0.00613695944925123,0,0.423,0.051,0.526,0.1302
"143",0.0078125,0.514655451566451,0.00613695944925123,0,0.423,0.051,0.526,0.1302
"144",1,0.514655451566451,0.00613695944925123,0,0.423,0.051,0.526,0.1302
"145",1,0.514655451566451,0.00613695944925123,0,0.423,0.051,0.526,0.1302
"146",0.3125,0.514655451566451,0.00613695944925123,0,0.423,0.051,0.526,0.1302
"147",0.05859375,0.514655451566451,0.00613695944925123,0,0.423,0.051,0.526,0.1302
"148",1,0.514655451566451,0.00613695944925123,0,0.423,0.051,0.526,0.1302
"149",0.015625,0.514655451566451,0.00613695944925123,0,0.423,0.051,0.526,0.1302
"150",1,0.514655451566451,0.00613695944925123,0,0.423,0.051,0.526,0.1302
"151",1,0.514655451566451,0.00613695944925123,0,0.423,0.051,0.526,0.1302
"152",1,0.514655451566451,0.00613695944925123,0,0.423,0.051,0.526,0.1302
"153",0.0390625,0.514655451566451,0.00613695944925123,0,0.423,0.051,0.526,0.1302
"154",1,0.514655451566451,0.00613695944925123,0,0.423,0.051,0.526,0.1302
"155",0.05078125,0.514655451566451,0.00613695944925123,0,0.423,0.051,0.526,0.1302
"156",1,0.514655451566451,0.00613695944925123,0,0.423,0.051,0.526,0.1302
"157",0.02734375,0.514655451566451,0.00613695944925123,0,0.423,0.051,0.526,0.1302
"158",0.0234375,0.514655451566451,0.00613695944925123,0,0.423,0.051,0.526,0.1302
"159",1,0.514655451566451,0.00613695944925123,0,0.423,0.051,0.526,0.1302
"160",0.015625,0.514655451566451,0.00613695944925123,0,0.423,0.051,0.526,0.1302
"161",1,0.514655451566451,0.00613695944925123,0,0.423,0.051,0.526,0.1302
"162",0.0546875,0.514655451566451,0.00613695944925123,0,0.423,0.051,0.526,0.1302
"163",0.05859375,0.514655451566451,0.00613695944925123,0,0.423,0.051,0.526,0.1302
"164",0.03515625,0.514655451566451,0.00613695944925123,0,0.423,0.051,0.526,0.1302
"165",1,0.514655451566451,0.00613695944925123,0,0.423,0.051,0.526,0.1302
"166",1,0.514655451566451,0.00613695944925123,0,0.423,0.051,0.526,0.1302
"167",0.0234375,0.514655451566451,0.00613695944925123,0,0.423,0.051,0.526,0.1302
"168",0.04296875,0.514655451566451,0.00613695944925123,0,0.423,0.051,0.526,0.1302
"169",1,0.514655451566451,0.00613695944925123,0,0.423,0.051,0.526,0.1302
"170",1,0.514655451566451,0.00613695944925123,0,0.423,0.051,0.526,0.1302
"171",1,0.514655451566451,0.00613695944925123,0,0.423,0.051,0.526,0.1302
"172",0.015625,0.514655451566451,0.00613695944925123,0,0.423,0.051,0.526,0.1302
"173",0.0078125,0.514655451566451,0.00613695944925123,0,0.423,0.051,0.526,0.1302
"174",1,0.514655451566451,0.00613695944925123,0,0.423,0.051,0.526,0.1302
"175",0.0078125,0.514655451566451,0.00613695944925123,0,0.423,0.051,0.526,0.1302
"176",0.0390625,0.514655451566451,0.00613695944925123,0,0.423,0.051,0.526,0.1302
"177",0.01171875,0.514655451566451,0.00613695944925123,0,0.423,0.051,0.526,0.1302
"178",1,0.514655451566451,0.00613695944925123,0,0.423,0.051,0.526,0.1302
"179",1,0.514655451566451,0.00613695944925123,0,0.423,0.051,0.526,0.1302
"180",1,0.514655451566451,0.00613695944925123,0,0.423,0.051,0.526,0.1302
"181",0.02734375,0.514655451566451,0.00613695944925123,0,0.423,0.051,0.526,0.1302
"182",0,0.514655451566451,0.00613695944925123,0,0.423,0.051,0.526,0.1302
"183",0.09765625,0.514655451566451,0.00613695944925123,0,0.423,0.051,0.526,0.1302
"184",0.0234375,0.514655451566451,0.00613695944925123,0,0.423,0.051,0.526,0.1302
"185",0.0546875,0.514655451566451,0.00613695944925123,0,0.423,0.051,0.526,0.1302
"186",1,0.514655451566451,0.00613695944925123,0,0.423,0.051,0.526,0.1302
"187",1,0.514655451566451,0.00613695944925123,0,0.423,0.051,0.526,0.1302
"188",0.05859375,0.514655451566451,0.00613695944925123,0,0.423,0.051,0.526,0.1302
"189",0.0078125,0.514655451566451,0.00613695944925123,0,0.423,0.051,0.526,0.1302
"190",0,0.514655451566451,0.00613695944925123,0,0.423,0.051,0.526,0.1302
"191",0.01171875,0.514655451566451,0.00613695944925123,0,0.423,0.051,0.526,0.1302
"192",1,0.514655451566451,0.00613695944925123,0,0.423,0.051,0.526,0.1302
"193",0.0078125,0.514655451566451,0.00613695944925123,0,0.423,0.051,0.526,0.1302
"194",0.01953125,0.514655451566451,0.00613695944925123,0,0.423,0.051,0.526,0.1302
"195",1,0.514655451566451,0.00613695944925123,0,0.423,0.051,0.526,0.1302
"196",0.0078125,0.514655451566451,0.00613695944925123,0,0.423,0.051,0.526,0.1302
"197",0.0234375,0.514655451566451,0.00613695944925123,0,0.423,0.051,0.526,0.1302
"198",1,0.514655451566451,0.00613695944925123,0,0.423,0.051,0.526,0.1302
"199",0.03125,0.514655451566451,0.00613695944925123,0,0.423,0.051,0.526,0.1302
"200",0.11328125,0.514655451566451,0.00613695944925123,0,0.423,0.051,0.526,0.1302
"201",1,0.514655451566451,0.00613695944925123,0,0.423,0.051,0.526,0.1302
"202",1,0.514655451566451,0.00613695944925123,0,0.423,0.051,0.526,0.1302
"203",0.0859375,0.514655451566451,0.00613695944925123,0,0.423,0.051,0.526,0.1302
"204",1,0.514655451566451,0.00613695944925123,0,0.423,0.051,0.526,0.1302
"205",0.01171875,0.514655451566451,0.00613695944925123,0,0.423,0.051,0.526,0.1302
"206",0.0234375,0.514655451566451,0.00613695944925123,0,0.423,0.051,0.526,0.1302
"207",0.234375,0.514655451566451,0.00613695944925123,0,0.423,0.051,0.526,0.1302
"208",0.2734375,0.514655451566451,0.00613695944925123,0,0.423,0.051,0.526,0.1302
"209",0.1484375,0.514655451566451,0.00613695944925123,0,0.423,0.051,0.526,0.1302
"210",1,0.514655451566451,0.00613695944925123,0,0.423,0.051,0.526,0.1302
"211",1,0.514655451566451,0.00613695944925123,0,0.423,0.051,0.526,0.1302
"212",0.02734375,0.514655451566451,0.00613695944925123,0,0.423,0.051,0.526,0.1302
"213",1,0.514655451566451,0.00613695944925123,0,0.423,0.051,0.526,0.1302
"214",1,0.514655451566451,0.00613695944925123,0,0.423,0.051,0.526,0.1302
"215",0.015625,0.514655451566451,0.00613695944925123,0,0.423,0.051,0.526,0.1302
"216",0.01171875,0.514655451566451,0.00613695944925123,0,0.423,0.051,0.526,0.1302
"217",0.12890625,0.514655451566451,0.00613695944925123,0,0.423,0.051,0.526,0.1302
"218",1,0.514655451566451,0.00613695944925123,0,0.423,0.051,0.526,0.1302
"219",1,0.514655451566451,0.00613695944925123,0,0.423,0.051,0.526,0.1302
"220",1,0.514655451566451,0.00613695944925123,0,0.423,0.051,0.526,0.1302
"221",1,0.514655451566451,0.00613695944925123,0,0.423,0.051,0.526,0.1302
"222",1,0.514655451566451,0.00613695944925123,0,0.423,0.051,0.526,0.1302
"223",0.0078125,0.514655451566451,0.00613695944925123,0,0.423,0.051,0.526,0.1302
"224",0.078125,0.514655451566451,0.00613695944925123,0,0.423,0.051,0.526,0.1302
"225",0.02734375,0.514655451566451,0.00613695944925123,0,0.423,0.051,0.526,0.1302
"226",1,0.514655451566451,0.00613695944925123,0,0.423,0.051,0.526,0.1302
"227",0.00390625,0.514655451566451,0.00613695944925123,0,0.423,0.051,0.526,0.1302
"228",0.0078125,0.514655451566451,0.00613695944925123,0,0.423,0.051,0.526,0.1302
"229",1,0.514655451566451,0.00613695944925123,0,0.423,0.051,0.526,0.1302
"230",0.03515625,0.514655451566451,0.00613695944925123,0,0.423,0.051,0.526,0.1302
"231",1,0.514655451566451,0.00613695944925123,0,0.423,0.051,0.526,0.1302
"232",0.02734375,0.514655451566451,0.00613695944925123,0,0.423,0.051,0.526,0.1302
"233",1,0.514655451566451,0.00613695944925123,0,0.423,0.051,0.526,0.1302
"234",0.0703125,0.514655451566451,0.00613695944925123,0,0.423,0.051,0.526,0.1302
"235",0,0.514655451566451,0.00613695944925123,0,0.423,0.051,0.526,0.1302
"236",0.08984375,0.514655451566451,0.00613695944925123,0,0.423,0.051,0.526,0.1302
"237",1,0.514655451566451,0.00613695944925123,0,0.423,0.051,0.526,0.1302
"238",1,0.514655451566451,0.00613695944925123,0,0.423,0.051,0.526,0.1302
"239",1,0.514655451566451,0.00613695944925123,0,0.423,0.051,0.526,0.1302
"240",0.15234375,0.514655451566451,0.00613695944925123,0,0.423,0.051,0.526,0.1302
"241",1,0.514655451566451,0.00613695944925123,0,0.423,0.051,0.526,0.1302
"242",1,0.514655451566451,0.00613695944925123,0,0.423,0.051,0.526,0.1302
"243",1,0.514655451566451,0.00613695944925123,0,0.423,0.051,0.526,0.1302
"244",0.0625,0.514655451566451,0.00613695944925123,0,0.423,0.051,0.526,0.1302
"245",1,0.514655451566451,0.00613695944925123,0,0.423,0.051,0.526,0.1302
"246",0.015625,0.514655451566451,0.00613695944925123,0,0.423,0.051,0.526,0.1302
"247",1,0.514655451566451,0.00613695944925123,0,0.423,0.051,0.526,0.1302
"248",1,0.514655451566451,0.00613695944925123,0,0.423,0.051,0.526,0.1302
"249",1,0.514655451566451,0.00613695944925123,0,0.423,0.051,0.526,0.1302
"250",0.046875,0.514655451566451,0.00613695944925123,0,0.423,0.051,0.526,0.1302
"251",0.0234375,0.514655451566451,0.00613695944925123,0,0.423,0.051,0.526,0.1302
"252",1,0.514655451566451,0.00613695944925123,0,0.423,0.051,0.526,0.1302
"253",1,0.514655451566451,0.00613695944925123,0,0.423,0.051,0.526,0.1302
"254",1,0.514655451566451,0.00613695944925123,0,0.423,0.051,0.526,0.1302
"255",0.02734375,0.514655451566451,0.00613695944925123,0,0.423,0.051,0.526,0.1302
"256",1,0.514655451566451,0.00613695944925123,0,0.423,0.051,0.526,0.1302
"257",0.01171875,0.514655451566451,0.00613695944925123,0,0.423,0.051,0.526,0.1302
"258",1,0.514655451566451,0.00613695944925123,0,0.423,0.051,0.526,0.1302
"259",1,0.514655451566451,0.00613695944925123,0,0.423,0.051,0.526,0.1302
"260",1,0.514655451566451,0.00613695944925123,0,0.423,0.051,0.526,0.1302
"261",1,0.514655451566451,0.00613695944925123,0,0.423,0.051,0.526,0.1302
"262",1,0.514655451566451,0.00613695944925123,0,0.423,0.051,0.526,0.1302
"263",1,0.514655451566451,0.00613695944925123,0,0.423,0.051,0.526,0.1302
"264",1,0.514655451566451,0.00613695944925123,0,0.423,0.051,0.526,0.1302
"265",0.01953125,0.514655451566451,0.00613695944925123,0,0.423,0.051,0.526,0.1302
"266",0.0390625,0.514655451566451,0.00613695944925123,0,0.423,0.051,0.526,0.1302
"267",0.0078125,0.514655451566451,0.00613695944925123,0,0.423,0.051,0.526,0.1302
"268",0.02734375,0.514655451566451,0.00613695944925123,0,0.423,0.051,0.526,0.1302
"269",0.02734375,0.514655451566451,0.00613695944925123,0,0.423,0.051,0.526,0.1302
"270",1,0.514655451566451,0.00613695944925123,0,0.423,0.051,0.526,0.1302
"271",0.50390625,0.514655451566451,0.00613695944925123,0,0.423,0.051,0.526,0.1302
"272",1,0.514655451566451,0.00613695944925123,0,0.423,0.051,0.526,0.1302
"273",1,0.514655451566451,0.00613695944925123,0,0.423,0.051,0.526,0.1302
"274",1,0.514655451566451,0.00613695944925123,0,0.423,0.051,0.526,0.1302
"275",1,0.514655451566451,0.00613695944925123,0,0.423,0.051,0.526,0.1302
"276",1,0.514655451566451,0.00613695944925123,0,0.423,0.051,0.526,0.1302
"277",0.03515625,0.514655451566451,0.00613695944925123,0,0.423,0.051,0.526,0.1302
"278",0.04296875,0.514655451566451,0.00613695944925123,0,0.423,0.051,0.526,0.1302
"279",1,0.514655451566451,0.00613695944925123,0,0.423,0.051,0.526,0.1302
"280",1,0.514655451566451,0.00613695944925123,0,0.423,0.051,0.526,0.1302
"281",1,0.514655451566451,0.00613695944925123,0,0.423,0.051,0.526,0.1302
"282",1,0.514655451566451,0.00613695944925123,0,0.423,0.051,0.526,0.1302
"283",0.1640625,0.514655451566451,0.00613695944925123,0,0.423,0.051,0.526,0.1302
"284",0.015625,0.514655451566451,0.00613695944925123,0,0.423,0.051,0.526,0.1302
"285",0.03125,0.514655451566451,0.00613695944925123,0,0.423,0.051,0.526,0.1302
"286",0.01171875,0.514655451566451,0.00613695944925123,0,0.423,0.051,0.526,0.1302
"287",0.0078125,0.514655451566451,0.00613695944925123,0,0.423,0.051,0.526,0.1302
"288",0.01171875,0.514655451566451,0.00613695944925123,0,0.423,0.051,0.526,0.1302
"289",0.01171875,0.514655451566451,0.00613695944925123,0,0.423,0.051,0.526,0.1302
"290",1,0.514655451566451,0.00613695944925123,0,0.423,0.051,0.526,0.1302
"291",1,0.514655451566451,0.00613695944925123,0,0.423,0.051,0.526,0.1302
"292",0.03515625,0.514655451566451,0.00613695944925123,0,0.423,0.051,0.526,0.1302
"293",1,0.514655451566451,0.00613695944925123,0,0.423,0.051,0.526,0.1302
"294",0.03515625,0.514655451566451,0.00613695944925123,0,0.423,0.051,0.526,0.1302
"295",1,0.514655451566451,0.00613695944925123,0,0.423,0.051,0.526,0.1302
"296",1,0.514655451566451,0.00613695944925123,0,0.423,0.051,0.526,0.1302
"297",0.015625,0.514655451566451,0.00613695944925123,0,0.423,0.051,0.526,0.1302
"298",0.1015625,0.514655451566451,0.00613695944925123,0,0.423,0.051,0.526,0.1302
"299",1,0.514655451566451,0.00613695944925123,0,0.423,0.051,0.526,0.1302
"300",0.015625,0.514655451566451,0.00613695944925123,0,0.423,0.051,0.526,0.1302
"301",0.01953125,0.514655451566451,0.00613695944925123,0,0.423,0.051,0.526,0.1302
"302",0.015625,0.514655451566451,0.00613695944925123,0,0.423,0.051,0.526,0.1302
"303",1,0.514655451566451,0.00613695944925123,0,0.423,0.051,0.526,0.1302
"304",1,0.514655451566451,0.00613695944925123,0,0.423,0.051,0.526,0.1302
"305",1,0.514655451566451,0.00613695944925123,0,0.423,0.051,0.526,0.1302
"306",1,0.514655451566451,0.00613695944925123,0,0.423,0.051,0.526,0.1302
