"","prop.aneu","prob.meio","prob.mito","dispersal","euploid","mosaic","aneuploid","NA"
"2729",0.0546875,0.514287250198786,0.00604111468278354,0,0.451,0.043,0.506,0.1302
"2730",1,0.514287250198786,0.00604111468278354,0,0.451,0.043,0.506,0.1302
"2731",1,0.514287250198786,0.00604111468278354,0,0.451,0.043,0.506,0.1302
"2732",1,0.514287250198786,0.00604111468278354,0,0.451,0.043,0.506,0.1302
"2733",1,0.514287250198786,0.00604111468278354,0,0.451,0.043,0.506,0.1302
"2734",1,0.514287250198786,0.00604111468278354,0,0.451,0.043,0.506,0.1302
"2735",0.1015625,0.514287250198786,0.00604111468278354,0,0.451,0.043,0.506,0.1302
"2736",1,0.514287250198786,0.00604111468278354,0,0.451,0.043,0.506,0.1302
"2737",1,0.514287250198786,0.00604111468278354,0,0.451,0.043,0.506,0.1302
"2738",1,0.514287250198786,0.00604111468278354,0,0.451,0.043,0.506,0.1302
"2739",1,0.514287250198786,0.00604111468278354,0,0.451,0.043,0.506,0.1302
"2740",0.17578125,0.514287250198786,0.00604111468278354,0,0.451,0.043,0.506,0.1302
"2741",1,0.514287250198786,0.00604111468278354,0,0.451,0.043,0.506,0.1302
"2742",0.0078125,0.514287250198786,0.00604111468278354,0,0.451,0.043,0.506,0.1302
"2743",1,0.514287250198786,0.00604111468278354,0,0.451,0.043,0.506,0.1302
"2744",1,0.514287250198786,0.00604111468278354,0,0.451,0.043,0.506,0.1302
"2745",1,0.514287250198786,0.00604111468278354,0,0.451,0.043,0.506,0.1302
"2746",1,0.514287250198786,0.00604111468278354,0,0.451,0.043,0.506,0.1302
"2747",1,0.514287250198786,0.00604111468278354,0,0.451,0.043,0.506,0.1302
"2748",0.03125,0.514287250198786,0.00604111468278354,0,0.451,0.043,0.506,0.1302
"2749",0.046875,0.514287250198786,0.00604111468278354,0,0.451,0.043,0.506,0.1302
"2750",0.03515625,0.514287250198786,0.00604111468278354,0,0.451,0.043,0.506,0.1302
"2751",1,0.514287250198786,0.00604111468278354,0,0.451,0.043,0.506,0.1302
"2752",0.02734375,0.514287250198786,0.00604111468278354,0,0.451,0.043,0.506,0.1302
"2753",1,0.514287250198786,0.00604111468278354,0,0.451,0.043,0.506,0.1302
"2754",1,0.514287250198786,0.00604111468278354,0,0.451,0.043,0.506,0.1302
"2755",1,0.514287250198786,0.00604111468278354,0,0.451,0.043,0.506,0.1302
"2756",1,0.514287250198786,0.00604111468278354,0,0.451,0.043,0.506,0.1302
"2757",0.0546875,0.514287250198786,0.00604111468278354,0,0.451,0.043,0.506,0.1302
"2758",0.11328125,0.514287250198786,0.00604111468278354,0,0.451,0.043,0.506,0.1302
"2759",0.08203125,0.514287250198786,0.00604111468278354,0,0.451,0.043,0.506,0.1302
"2760",0.01953125,0.514287250198786,0.00604111468278354,0,0.451,0.043,0.506,0.1302
"2761",0.09375,0.514287250198786,0.00604111468278354,0,0.451,0.043,0.506,0.1302
"2762",1,0.514287250198786,0.00604111468278354,0,0.451,0.043,0.506,0.1302
"2763",1,0.514287250198786,0.00604111468278354,0,0.451,0.043,0.506,0.1302
"2764",0.19921875,0.514287250198786,0.00604111468278354,0,0.451,0.043,0.506,0.1302
"2765",0.03515625,0.514287250198786,0.00604111468278354,0,0.451,0.043,0.506,0.1302
"2766",1,0.514287250198786,0.00604111468278354,0,0.451,0.043,0.506,0.1302
"2767",1,0.514287250198786,0.00604111468278354,0,0.451,0.043,0.506,0.1302
"2768",1,0.514287250198786,0.00604111468278354,0,0.451,0.043,0.506,0.1302
"2769",0.01953125,0.514287250198786,0.00604111468278354,0,0.451,0.043,0.506,0.1302
"2770",1,0.514287250198786,0.00604111468278354,0,0.451,0.043,0.506,0.1302
"2771",0.0703125,0.514287250198786,0.00604111468278354,0,0.451,0.043,0.506,0.1302
"2772",1,0.514287250198786,0.00604111468278354,0,0.451,0.043,0.506,0.1302
"2773",0.06640625,0.514287250198786,0.00604111468278354,0,0.451,0.043,0.506,0.1302
"2774",1,0.514287250198786,0.00604111468278354,0,0.451,0.043,0.506,0.1302
"2775",0.02734375,0.514287250198786,0.00604111468278354,0,0.451,0.043,0.506,0.1302
"2776",1,0.514287250198786,0.00604111468278354,0,0.451,0.043,0.506,0.1302
"2777",0.12890625,0.514287250198786,0.00604111468278354,0,0.451,0.043,0.506,0.1302
"2778",0.12890625,0.514287250198786,0.00604111468278354,0,0.451,0.043,0.506,0.1302
"2779",1,0.514287250198786,0.00604111468278354,0,0.451,0.043,0.506,0.1302
"2780",1,0.514287250198786,0.00604111468278354,0,0.451,0.043,0.506,0.1302
"2781",1,0.514287250198786,0.00604111468278354,0,0.451,0.043,0.506,0.1302
"2782",0.015625,0.514287250198786,0.00604111468278354,0,0.451,0.043,0.506,0.1302
"2783",1,0.514287250198786,0.00604111468278354,0,0.451,0.043,0.506,0.1302
"2784",0.015625,0.514287250198786,0.00604111468278354,0,0.451,0.043,0.506,0.1302
"2785",1,0.514287250198786,0.00604111468278354,0,0.451,0.043,0.506,0.1302
"2786",0.0234375,0.514287250198786,0.00604111468278354,0,0.451,0.043,0.506,0.1302
"2787",1,0.514287250198786,0.00604111468278354,0,0.451,0.043,0.506,0.1302
"2788",0.01171875,0.514287250198786,0.00604111468278354,0,0.451,0.043,0.506,0.1302
"2789",1,0.514287250198786,0.00604111468278354,0,0.451,0.043,0.506,0.1302
"2790",1,0.514287250198786,0.00604111468278354,0,0.451,0.043,0.506,0.1302
"2791",0.01953125,0.514287250198786,0.00604111468278354,0,0.451,0.043,0.506,0.1302
"2792",1,0.514287250198786,0.00604111468278354,0,0.451,0.043,0.506,0.1302
"2793",0.01171875,0.514287250198786,0.00604111468278354,0,0.451,0.043,0.506,0.1302
"2794",0.01953125,0.514287250198786,0.00604111468278354,0,0.451,0.043,0.506,0.1302
"2795",0.0078125,0.514287250198786,0.00604111468278354,0,0.451,0.043,0.506,0.1302
"2796",1,0.514287250198786,0.00604111468278354,0,0.451,0.043,0.506,0.1302
"2797",0.015625,0.514287250198786,0.00604111468278354,0,0.451,0.043,0.506,0.1302
"2798",1,0.514287250198786,0.00604111468278354,0,0.451,0.043,0.506,0.1302
"2799",1,0.514287250198786,0.00604111468278354,0,0.451,0.043,0.506,0.1302
"2800",0.0078125,0.514287250198786,0.00604111468278354,0,0.451,0.043,0.506,0.1302
"2801",1,0.514287250198786,0.00604111468278354,0,0.451,0.043,0.506,0.1302
"2802",0.0078125,0.514287250198786,0.00604111468278354,0,0.451,0.043,0.506,0.1302
"2803",0.05078125,0.514287250198786,0.00604111468278354,0,0.451,0.043,0.506,0.1302
"2804",1,0.514287250198786,0.00604111468278354,0,0.451,0.043,0.506,0.1302
"2805",0,0.514287250198786,0.00604111468278354,0,0.451,0.043,0.506,0.1302
"2806",0.0078125,0.514287250198786,0.00604111468278354,0,0.451,0.043,0.506,0.1302
"2807",1,0.514287250198786,0.00604111468278354,0,0.451,0.043,0.506,0.1302
"2808",0.01953125,0.514287250198786,0.00604111468278354,0,0.451,0.043,0.506,0.1302
"2809",0.51953125,0.514287250198786,0.00604111468278354,0,0.451,0.043,0.506,0.1302
"2810",1,0.514287250198786,0.00604111468278354,0,0.451,0.043,0.506,0.1302
"2811",0.03515625,0.514287250198786,0.00604111468278354,0,0.451,0.043,0.506,0.1302
"2812",0.01171875,0.514287250198786,0.00604111468278354,0,0.451,0.043,0.506,0.1302
"2813",1,0.514287250198786,0.00604111468278354,0,0.451,0.043,0.506,0.1302
"2814",1,0.514287250198786,0.00604111468278354,0,0.451,0.043,0.506,0.1302
"2815",0.00390625,0.514287250198786,0.00604111468278354,0,0.451,0.043,0.506,0.1302
"2816",1,0.514287250198786,0.00604111468278354,0,0.451,0.043,0.506,0.1302
"2817",1,0.514287250198786,0.00604111468278354,0,0.451,0.043,0.506,0.1302
"2818",0.09375,0.514287250198786,0.00604111468278354,0,0.451,0.043,0.506,0.1302
"2819",0.1328125,0.514287250198786,0.00604111468278354,0,0.451,0.043,0.506,0.1302
"2820",0.00390625,0.514287250198786,0.00604111468278354,0,0.451,0.043,0.506,0.1302
"2821",1,0.514287250198786,0.00604111468278354,0,0.451,0.043,0.506,0.1302
"2822",0,0.514287250198786,0.00604111468278354,0,0.451,0.043,0.506,0.1302
"2823",1,0.514287250198786,0.00604111468278354,0,0.451,0.043,0.506,0.1302
"2824",0,0.514287250198786,0.00604111468278354,0,0.451,0.043,0.506,0.1302
"2825",1,0.514287250198786,0.00604111468278354,0,0.451,0.043,0.506,0.1302
"2826",1,0.514287250198786,0.00604111468278354,0,0.451,0.043,0.506,0.1302
"2827",0.00390625,0.514287250198786,0.00604111468278354,0,0.451,0.043,0.506,0.1302
"2828",1,0.514287250198786,0.00604111468278354,0,0.451,0.043,0.506,0.1302
"2829",0.00390625,0.514287250198786,0.00604111468278354,0,0.451,0.043,0.506,0.1302
"2830",0.0234375,0.514287250198786,0.00604111468278354,0,0.451,0.043,0.506,0.1302
"2831",1,0.514287250198786,0.00604111468278354,0,0.451,0.043,0.506,0.1302
"2832",1,0.514287250198786,0.00604111468278354,0,0.451,0.043,0.506,0.1302
"2833",0.00390625,0.514287250198786,0.00604111468278354,0,0.451,0.043,0.506,0.1302
"2834",0.0390625,0.514287250198786,0.00604111468278354,0,0.451,0.043,0.506,0.1302
"2835",1,0.514287250198786,0.00604111468278354,0,0.451,0.043,0.506,0.1302
"2836",1,0.514287250198786,0.00604111468278354,0,0.451,0.043,0.506,0.1302
"2837",0.01171875,0.514287250198786,0.00604111468278354,0,0.451,0.043,0.506,0.1302
"2838",1,0.514287250198786,0.00604111468278354,0,0.451,0.043,0.506,0.1302
"2839",0.03515625,0.514287250198786,0.00604111468278354,0,0.451,0.043,0.506,0.1302
"2840",1,0.514287250198786,0.00604111468278354,0,0.451,0.043,0.506,0.1302
"2841",0.0078125,0.514287250198786,0.00604111468278354,0,0.451,0.043,0.506,0.1302
"2842",0.0546875,0.514287250198786,0.00604111468278354,0,0.451,0.043,0.506,0.1302
"2843",1,0.514287250198786,0.00604111468278354,0,0.451,0.043,0.506,0.1302
"2844",1,0.514287250198786,0.00604111468278354,0,0.451,0.043,0.506,0.1302
"2845",0.078125,0.514287250198786,0.00604111468278354,0,0.451,0.043,0.506,0.1302
"2846",0.0390625,0.514287250198786,0.00604111468278354,0,0.451,0.043,0.506,0.1302
"2847",0.07421875,0.514287250198786,0.00604111468278354,0,0.451,0.043,0.506,0.1302
"2848",1,0.514287250198786,0.00604111468278354,0,0.451,0.043,0.506,0.1302
"2849",0.0390625,0.514287250198786,0.00604111468278354,0,0.451,0.043,0.506,0.1302
"2850",0.00390625,0.514287250198786,0.00604111468278354,0,0.451,0.043,0.506,0.1302
"2851",0.015625,0.514287250198786,0.00604111468278354,0,0.451,0.043,0.506,0.1302
"2852",1,0.514287250198786,0.00604111468278354,0,0.451,0.043,0.506,0.1302
"2853",0.12890625,0.514287250198786,0.00604111468278354,0,0.451,0.043,0.506,0.1302
"2854",1,0.514287250198786,0.00604111468278354,0,0.451,0.043,0.506,0.1302
"2855",1,0.514287250198786,0.00604111468278354,0,0.451,0.043,0.506,0.1302
"2856",0.0234375,0.514287250198786,0.00604111468278354,0,0.451,0.043,0.506,0.1302
"2857",1,0.514287250198786,0.00604111468278354,0,0.451,0.043,0.506,0.1302
"2858",0.03125,0.514287250198786,0.00604111468278354,0,0.451,0.043,0.506,0.1302
"2859",1,0.514287250198786,0.00604111468278354,0,0.451,0.043,0.506,0.1302
"2860",1,0.514287250198786,0.00604111468278354,0,0.451,0.043,0.506,0.1302
"2861",0.01953125,0.514287250198786,0.00604111468278354,0,0.451,0.043,0.506,0.1302
"2862",0.046875,0.514287250198786,0.00604111468278354,0,0.451,0.043,0.506,0.1302
"2863",0.015625,0.514287250198786,0.00604111468278354,0,0.451,0.043,0.506,0.1302
"2864",1,0.514287250198786,0.00604111468278354,0,0.451,0.043,0.506,0.1302
"2865",0.0859375,0.514287250198786,0.00604111468278354,0,0.451,0.043,0.506,0.1302
"2866",0.01171875,0.514287250198786,0.00604111468278354,0,0.451,0.043,0.506,0.1302
"2867",1,0.514287250198786,0.00604111468278354,0,0.451,0.043,0.506,0.1302
"2868",1,0.514287250198786,0.00604111468278354,0,0.451,0.043,0.506,0.1302
"2869",1,0.514287250198786,0.00604111468278354,0,0.451,0.043,0.506,0.1302
"2870",1,0.514287250198786,0.00604111468278354,0,0.451,0.043,0.506,0.1302
"2871",0.0078125,0.514287250198786,0.00604111468278354,0,0.451,0.043,0.506,0.1302
"2872",0.0234375,0.514287250198786,0.00604111468278354,0,0.451,0.043,0.506,0.1302
"2873",0.05859375,0.514287250198786,0.00604111468278354,0,0.451,0.043,0.506,0.1302
"2874",0.0234375,0.514287250198786,0.00604111468278354,0,0.451,0.043,0.506,0.1302
"2875",1,0.514287250198786,0.00604111468278354,0,0.451,0.043,0.506,0.1302
"2876",1,0.514287250198786,0.00604111468278354,0,0.451,0.043,0.506,0.1302
"2877",1,0.514287250198786,0.00604111468278354,0,0.451,0.043,0.506,0.1302
"2878",1,0.514287250198786,0.00604111468278354,0,0.451,0.043,0.506,0.1302
"2879",0.00390625,0.514287250198786,0.00604111468278354,0,0.451,0.043,0.506,0.1302
"2880",1,0.514287250198786,0.00604111468278354,0,0.451,0.043,0.506,0.1302
"2881",0.0546875,0.514287250198786,0.00604111468278354,0,0.451,0.043,0.506,0.1302
"2882",0.02734375,0.514287250198786,0.00604111468278354,0,0.451,0.043,0.506,0.1302
"2883",0.015625,0.514287250198786,0.00604111468278354,0,0.451,0.043,0.506,0.1302
"2884",0.08203125,0.514287250198786,0.00604111468278354,0,0.451,0.043,0.506,0.1302
"2885",0.01953125,0.514287250198786,0.00604111468278354,0,0.451,0.043,0.506,0.1302
"2886",0.04296875,0.514287250198786,0.00604111468278354,0,0.451,0.043,0.506,0.1302
"2887",1,0.514287250198786,0.00604111468278354,0,0.451,0.043,0.506,0.1302
"2888",0.03125,0.514287250198786,0.00604111468278354,0,0.451,0.043,0.506,0.1302
"2889",0.0390625,0.514287250198786,0.00604111468278354,0,0.451,0.043,0.506,0.1302
"2890",0.03515625,0.514287250198786,0.00604111468278354,0,0.451,0.043,0.506,0.1302
"2891",1,0.514287250198786,0.00604111468278354,0,0.451,0.043,0.506,0.1302
"2892",1,0.514287250198786,0.00604111468278354,0,0.451,0.043,0.506,0.1302
"2893",1,0.514287250198786,0.00604111468278354,0,0.451,0.043,0.506,0.1302
"2894",1,0.514287250198786,0.00604111468278354,0,0.451,0.043,0.506,0.1302
"2895",0.03515625,0.514287250198786,0.00604111468278354,0,0.451,0.043,0.506,0.1302
"2896",1,0.514287250198786,0.00604111468278354,0,0.451,0.043,0.506,0.1302
"2897",1,0.514287250198786,0.00604111468278354,0,0.451,0.043,0.506,0.1302
"2898",1,0.514287250198786,0.00604111468278354,0,0.451,0.043,0.506,0.1302
"2899",0.08203125,0.514287250198786,0.00604111468278354,0,0.451,0.043,0.506,0.1302
"2900",0.05078125,0.514287250198786,0.00604111468278354,0,0.451,0.043,0.506,0.1302
"2901",1,0.514287250198786,0.00604111468278354,0,0.451,0.043,0.506,0.1302
"2902",1,0.514287250198786,0.00604111468278354,0,0.451,0.043,0.506,0.1302
"2903",0.01953125,0.514287250198786,0.00604111468278354,0,0.451,0.043,0.506,0.1302
"2904",1,0.514287250198786,0.00604111468278354,0,0.451,0.043,0.506,0.1302
"2905",0.1875,0.514287250198786,0.00604111468278354,0,0.451,0.043,0.506,0.1302
"2906",0.0078125,0.514287250198786,0.00604111468278354,0,0.451,0.043,0.506,0.1302
"2907",0.03125,0.514287250198786,0.00604111468278354,0,0.451,0.043,0.506,0.1302
"2908",1,0.514287250198786,0.00604111468278354,0,0.451,0.043,0.506,0.1302
"2909",1,0.514287250198786,0.00604111468278354,0,0.451,0.043,0.506,0.1302
"2910",1,0.514287250198786,0.00604111468278354,0,0.451,0.043,0.506,0.1302
"2911",0,0.514287250198786,0.00604111468278354,0,0.451,0.043,0.506,0.1302
"2912",1,0.514287250198786,0.00604111468278354,0,0.451,0.043,0.506,0.1302
"2913",0.03515625,0.514287250198786,0.00604111468278354,0,0.451,0.043,0.506,0.1302
"2914",1,0.514287250198786,0.00604111468278354,0,0.451,0.043,0.506,0.1302
"2915",0.07421875,0.514287250198786,0.00604111468278354,0,0.451,0.043,0.506,0.1302
"2916",1,0.514287250198786,0.00604111468278354,0,0.451,0.043,0.506,0.1302
"2917",0.0078125,0.514287250198786,0.00604111468278354,0,0.451,0.043,0.506,0.1302
"2918",0.0390625,0.514287250198786,0.00604111468278354,0,0.451,0.043,0.506,0.1302
"2919",1,0.514287250198786,0.00604111468278354,0,0.451,0.043,0.506,0.1302
"2920",0.125,0.514287250198786,0.00604111468278354,0,0.451,0.043,0.506,0.1302
"2921",0.01953125,0.514287250198786,0.00604111468278354,0,0.451,0.043,0.506,0.1302
"2922",0.01953125,0.514287250198786,0.00604111468278354,0,0.451,0.043,0.506,0.1302
"2923",0.03125,0.514287250198786,0.00604111468278354,0,0.451,0.043,0.506,0.1302
"2924",0.015625,0.514287250198786,0.00604111468278354,0,0.451,0.043,0.506,0.1302
"2925",1,0.514287250198786,0.00604111468278354,0,0.451,0.043,0.506,0.1302
"2926",0.015625,0.514287250198786,0.00604111468278354,0,0.451,0.043,0.506,0.1302
"2927",0.0078125,0.514287250198786,0.00604111468278354,0,0.451,0.043,0.506,0.1302
"2928",1,0.514287250198786,0.00604111468278354,0,0.451,0.043,0.506,0.1302
"2929",0.0625,0.514287250198786,0.00604111468278354,0,0.451,0.043,0.506,0.1302
"2930",1,0.514287250198786,0.00604111468278354,0,0.451,0.043,0.506,0.1302
"2931",1,0.514287250198786,0.00604111468278354,0,0.451,0.043,0.506,0.1302
"2932",0.5078125,0.514287250198786,0.00604111468278354,0,0.451,0.043,0.506,0.1302
"2933",1,0.514287250198786,0.00604111468278354,0,0.451,0.043,0.506,0.1302
"2934",0.00390625,0.514287250198786,0.00604111468278354,0,0.451,0.043,0.506,0.1302
"2935",1,0.514287250198786,0.00604111468278354,0,0.451,0.043,0.506,0.1302
"2936",1,0.514287250198786,0.00604111468278354,0,0.451,0.043,0.506,0.1302
"2937",1,0.514287250198786,0.00604111468278354,0,0.451,0.043,0.506,0.1302
"2938",0.13671875,0.514287250198786,0.00604111468278354,0,0.451,0.043,0.506,0.1302
"2939",0.03515625,0.514287250198786,0.00604111468278354,0,0.451,0.043,0.506,0.1302
"2940",1,0.514287250198786,0.00604111468278354,0,0.451,0.043,0.506,0.1302
"2941",1,0.514287250198786,0.00604111468278354,0,0.451,0.043,0.506,0.1302
"2942",1,0.514287250198786,0.00604111468278354,0,0.451,0.043,0.506,0.1302
"2943",0.0390625,0.514287250198786,0.00604111468278354,0,0.451,0.043,0.506,0.1302
"2944",1,0.514287250198786,0.00604111468278354,0,0.451,0.043,0.506,0.1302
"2945",0.05859375,0.514287250198786,0.00604111468278354,0,0.451,0.043,0.506,0.1302
"2946",0.02734375,0.514287250198786,0.00604111468278354,0,0.451,0.043,0.506,0.1302
"2947",0,0.514287250198786,0.00604111468278354,0,0.451,0.043,0.506,0.1302
"2948",0.078125,0.514287250198786,0.00604111468278354,0,0.451,0.043,0.506,0.1302
"2949",1,0.514287250198786,0.00604111468278354,0,0.451,0.043,0.506,0.1302
"2950",1,0.514287250198786,0.00604111468278354,0,0.451,0.043,0.506,0.1302
"2951",1,0.514287250198786,0.00604111468278354,0,0.451,0.043,0.506,0.1302
"2952",0.0078125,0.514287250198786,0.00604111468278354,0,0.451,0.043,0.506,0.1302
"2953",0.01171875,0.514287250198786,0.00604111468278354,0,0.451,0.043,0.506,0.1302
"2954",0.05078125,0.514287250198786,0.00604111468278354,0,0.451,0.043,0.506,0.1302
"2955",1,0.514287250198786,0.00604111468278354,0,0.451,0.043,0.506,0.1302
"2956",1,0.514287250198786,0.00604111468278354,0,0.451,0.043,0.506,0.1302
"2957",1,0.514287250198786,0.00604111468278354,0,0.451,0.043,0.506,0.1302
"2958",1,0.514287250198786,0.00604111468278354,0,0.451,0.043,0.506,0.1302
"2959",1,0.514287250198786,0.00604111468278354,0,0.451,0.043,0.506,0.1302
"2960",1,0.514287250198786,0.00604111468278354,0,0.451,0.043,0.506,0.1302
"2961",1,0.514287250198786,0.00604111468278354,0,0.451,0.043,0.506,0.1302
"2962",1,0.514287250198786,0.00604111468278354,0,0.451,0.043,0.506,0.1302
"2963",0.01171875,0.514287250198786,0.00604111468278354,0,0.451,0.043,0.506,0.1302
"2964",1,0.514287250198786,0.00604111468278354,0,0.451,0.043,0.506,0.1302
"2965",0,0.514287250198786,0.00604111468278354,0,0.451,0.043,0.506,0.1302
"2966",0.06640625,0.514287250198786,0.00604111468278354,0,0.451,0.043,0.506,0.1302
"2967",0.09765625,0.514287250198786,0.00604111468278354,0,0.451,0.043,0.506,0.1302
"2968",1,0.514287250198786,0.00604111468278354,0,0.451,0.043,0.506,0.1302
"2969",1,0.514287250198786,0.00604111468278354,0,0.451,0.043,0.506,0.1302
"2970",1,0.514287250198786,0.00604111468278354,0,0.451,0.043,0.506,0.1302
"2971",1,0.514287250198786,0.00604111468278354,0,0.451,0.043,0.506,0.1302
"2972",0.25390625,0.514287250198786,0.00604111468278354,0,0.451,0.043,0.506,0.1302
"2973",0.00390625,0.514287250198786,0.00604111468278354,0,0.451,0.043,0.506,0.1302
"2974",1,0.514287250198786,0.00604111468278354,0,0.451,0.043,0.506,0.1302
"2975",1,0.514287250198786,0.00604111468278354,0,0.451,0.043,0.506,0.1302
"2976",1,0.514287250198786,0.00604111468278354,0,0.451,0.043,0.506,0.1302
"2977",1,0.514287250198786,0.00604111468278354,0,0.451,0.043,0.506,0.1302
"2978",1,0.514287250198786,0.00604111468278354,0,0.451,0.043,0.506,0.1302
"2979",0.140625,0.514287250198786,0.00604111468278354,0,0.451,0.043,0.506,0.1302
"2980",1,0.514287250198786,0.00604111468278354,0,0.451,0.043,0.506,0.1302
"2981",1,0.514287250198786,0.00604111468278354,0,0.451,0.043,0.506,0.1302
"2982",1,0.514287250198786,0.00604111468278354,0,0.451,0.043,0.506,0.1302
"2983",0.06640625,0.514287250198786,0.00604111468278354,0,0.451,0.043,0.506,0.1302
"2984",0.015625,0.514287250198786,0.00604111468278354,0,0.451,0.043,0.506,0.1302
"2985",1,0.514287250198786,0.00604111468278354,0,0.451,0.043,0.506,0.1302
"2986",0.125,0.514287250198786,0.00604111468278354,0,0.451,0.043,0.506,0.1302
"2987",0.09765625,0.514287250198786,0.00604111468278354,0,0.451,0.043,0.506,0.1302
"2988",1,0.514287250198786,0.00604111468278354,0,0.451,0.043,0.506,0.1302
"2989",1,0.514287250198786,0.00604111468278354,0,0.451,0.043,0.506,0.1302
"2990",0.046875,0.514287250198786,0.00604111468278354,0,0.451,0.043,0.506,0.1302
"2991",0.00390625,0.514287250198786,0.00604111468278354,0,0.451,0.043,0.506,0.1302
"2992",1,0.514287250198786,0.00604111468278354,0,0.451,0.043,0.506,0.1302
"2993",1,0.514287250198786,0.00604111468278354,0,0.451,0.043,0.506,0.1302
"2994",1,0.514287250198786,0.00604111468278354,0,0.451,0.043,0.506,0.1302
"2995",0.03515625,0.514287250198786,0.00604111468278354,0,0.451,0.043,0.506,0.1302
"2996",1,0.514287250198786,0.00604111468278354,0,0.451,0.043,0.506,0.1302
"2997",1,0.514287250198786,0.00604111468278354,0,0.451,0.043,0.506,0.1302
"2998",1,0.514287250198786,0.00604111468278354,0,0.451,0.043,0.506,0.1302
"2999",1,0.514287250198786,0.00604111468278354,0,0.451,0.043,0.506,0.1302
"3000",1,0.514287250198786,0.00604111468278354,0,0.451,0.043,0.506,0.1302
"3001",1,0.514287250198786,0.00604111468278354,0,0.451,0.043,0.506,0.1302
"3002",0.02734375,0.514287250198786,0.00604111468278354,0,0.451,0.043,0.506,0.1302
"3003",1,0.514287250198786,0.00604111468278354,0,0.451,0.043,0.506,0.1302
"3004",0.015625,0.514287250198786,0.00604111468278354,0,0.451,0.043,0.506,0.1302
"3005",0.0546875,0.514287250198786,0.00604111468278354,0,0.451,0.043,0.506,0.1302
"3006",0.01171875,0.514287250198786,0.00604111468278354,0,0.451,0.043,0.506,0.1302
"3007",1,0.514287250198786,0.00604111468278354,0,0.451,0.043,0.506,0.1302
"3008",0.01953125,0.514287250198786,0.00604111468278354,0,0.451,0.043,0.506,0.1302
"3009",1,0.514287250198786,0.00604111468278354,0,0.451,0.043,0.506,0.1302
"3010",1,0.514287250198786,0.00604111468278354,0,0.451,0.043,0.506,0.1302
"3011",1,0.514287250198786,0.00604111468278354,0,0.451,0.043,0.506,0.1302
"3012",1,0.514287250198786,0.00604111468278354,0,0.451,0.043,0.506,0.1302
"3013",0.0078125,0.514287250198786,0.00604111468278354,0,0.451,0.043,0.506,0.1302
"3014",1,0.514287250198786,0.00604111468278354,0,0.451,0.043,0.506,0.1302
"3015",1,0.514287250198786,0.00604111468278354,0,0.451,0.043,0.506,0.1302
"3016",1,0.514287250198786,0.00604111468278354,0,0.451,0.043,0.506,0.1302
"3017",0.01171875,0.514287250198786,0.00604111468278354,0,0.451,0.043,0.506,0.1302
"3018",1,0.514287250198786,0.00604111468278354,0,0.451,0.043,0.506,0.1302
"3019",1,0.514287250198786,0.00604111468278354,0,0.451,0.043,0.506,0.1302
"3020",1,0.514287250198786,0.00604111468278354,0,0.451,0.043,0.506,0.1302
"3021",0.0078125,0.514287250198786,0.00604111468278354,0,0.451,0.043,0.506,0.1302
"3022",0.0390625,0.514287250198786,0.00604111468278354,0,0.451,0.043,0.506,0.1302
"3023",1,0.514287250198786,0.00604111468278354,0,0.451,0.043,0.506,0.1302
"3024",1,0.514287250198786,0.00604111468278354,0,0.451,0.043,0.506,0.1302
"3025",0.01171875,0.514287250198786,0.00604111468278354,0,0.451,0.043,0.506,0.1302
"3026",1,0.514287250198786,0.00604111468278354,0,0.451,0.043,0.506,0.1302
"3027",1,0.514287250198786,0.00604111468278354,0,0.451,0.043,0.506,0.1302
"3028",1,0.514287250198786,0.00604111468278354,0,0.451,0.043,0.506,0.1302
"3029",0.03125,0.514287250198786,0.00604111468278354,0,0.451,0.043,0.506,0.1302
"3030",1,0.514287250198786,0.00604111468278354,0,0.451,0.043,0.506,0.1302
